Gene_Name,Correlation,P_Value
MPHOSPH10,0.134178612987915,P < 0.001
SLC44A2,0.176348663614014,P < 0.001
ZNF691,0.165625430393272,P < 0.001
NAA38,0.210853021200668,P < 0.001
EP300,0.123923377057232,P < 0.001
TJP1,0.375789995809789,P < 0.001
TMEM86B,0.136969036696387,P < 0.001
CIITA,0.197345587360633,P < 0.001
GGA1,0.201898669693279,P < 0.001
RHOB,0.22515837626343,P < 0.001
DDAH1,0.214272704373563,P < 0.001
MAP4K3,0.341516866065538,P < 0.001
RANBP6,0.184735517422157,P < 0.001
AKAP8,0.189184182172574,P < 0.001
POLR3D,0.26380551545675,P < 0.001
PIK3R2,0.118046817271365,P < 0.001
NPFFR1,0.123863631378386,P < 0.001
CDK5RAP3,0.139752959718067,P < 0.001
PPHLN1,0.182104035898199,P < 0.001
CSNK1D,0.172982247823046,P < 0.001
MYO9B,0.129633996444144,P < 0.001
SCIN,0.233061236301997,P < 0.001
ZIK1,0.169094127954089,P < 0.001
PAXIP1,0.173049629491978,P < 0.001
RAD17,0.278316793254067,P < 0.001
SLC2A1,0.272924078143336,P < 0.001
LLGL2,0.28836648425638,P < 0.001
TSC22D4,0.225984547860099,P < 0.001
LRMP,0.34470518762082,P < 0.001
TMED3,0.188144877902986,P < 0.001
MCEMP1_ENST00000597445,0.236503029562622,P < 0.001
IGSF5,0.128607562535564,P < 0.001
SLC12A8,0.15782319150378,P < 0.001
HIST1H4I,0.179084466814574,P < 0.001
LACTB2,0.214411237129863,P < 0.001
VGLL2,0.13172549810334,P < 0.001
ACTR3C,0.161318570694843,P < 0.001
HDC,0.155722074192841,P < 0.001
ZNF655,0.21016399232987,P < 0.001
CD9,0.314593436806519,P < 0.001
NHSL2,0.183774115775229,P < 0.001
FAM163A,0.180654860649563,P < 0.001
TFG,0.256056266352709,P < 0.001
KIF21B,0.256985869635162,P < 0.001
EGFR,0.257764470354312,P < 0.001
MAST2,0.126950685185567,P < 0.001
NFATC4,0.148611068803927,P < 0.001
TM6SF1,0.309627768832335,P < 0.001
PLK4,0.179414690961356,P < 0.001
MOCOS,0.138367137444776,P < 0.001
SLC9B1,0.150917869558387,P < 0.001
SURF4,0.127885872164706,P < 0.001
MPLKIP,0.131197404114231,P < 0.001
CRABP2,0.16875300946569,P < 0.001
CSF2RB,0.244164523850673,P < 0.001
SELENOS,0.136760626838871,P < 0.001
NAA25,0.18368222890834,P < 0.001
THEMIS2,0.163867101829897,P < 0.001
RAB11FIP5,0.221415191363848,P < 0.001
NNT,0.118156100711395,P < 0.001
ERG,0.15018392180583,P < 0.001
SYNE4,0.204043838882539,P < 0.001
SLC7A8_ENST00000621729,0.229993071954156,P < 0.001
LGALSL,0.185459470585179,P < 0.001
WDR5,0.144246273417541,P < 0.001
RANBP3L,0.19487247841728,P < 0.001
ENPP5,0.286076073732377,P < 0.001
PPP1R10,0.124122394561318,P < 0.001
C14orf180,0.125601265082457,P < 0.001
PKP3,0.264080963541865,P < 0.001
E2F6,0.135596467911779,P < 0.001
CDC5L,0.190364875100629,P < 0.001
SF3A2,0.291547561904486,P < 0.001
CBLN4,0.140204339742203,P < 0.001
NECTIN3_ENST00000319792,0.245591870714249,P < 0.001
PRR14L,0.208070050987581,P < 0.001
PLEC,0.291349471740186,P < 0.001
RASSF7,0.319279649634992,P < 0.001
LAMP1,0.329287835407066,P < 0.001
SLC25A43,0.163309565927296,P < 0.001
CTBP2,0.283881653775414,P < 0.001
KNTC1,0.179326094188214,P < 0.001
OSMR,0.155679384318261,P < 0.001
ACADM,0.253036147412278,P < 0.001
HIST2H2BE,0.188123257949039,P < 0.001
SH3BGRL2,0.20663159872047,P < 0.001
GOLGA2,0.254471717077004,P < 0.001
ORMDL1,0.257954173485496,P < 0.001
TNFSF15,0.164521723728267,P < 0.001
NT5DC3,0.141367236628846,P < 0.001
NCAPH2,0.128148402422446,P < 0.001
UIMC1,0.218087934298961,P < 0.001
SLC16A3,0.126076170262033,P < 0.001
EPHX1,0.379997405622097,P < 0.001
RPL18,0.278083904784085,P < 0.001
SLC18A2,0.12487447030975,P < 0.001
CHAMP1,0.262873370200941,P < 0.001
VANGL1,0.286502901452299,P < 0.001
PSIP1,0.323999868348837,P < 0.001
ANK3,0.208637946445648,P < 0.001
BTN3A3_ENST00000361232,0.162036650060964,P < 0.001
HIST1H4K,0.152078456288968,P < 0.001
PPFIA1,0.192916326673174,P < 0.001
TXLNG,0.195357590059408,P < 0.001
CNRIP1,0.161731288638641,P < 0.001
TSHR,0.182982798987387,P < 0.001
DDX25,0.137737585107146,P < 0.001
RBM46,0.151090993500502,P < 0.001
DCK,0.276748594420404,P < 0.001
SPATA46,0.119543878900684,P < 0.001
CYB5R4,0.210784853872559,P < 0.001
FOS,0.248170662793438,P < 0.001
EBF2,0.165314390665893,P < 0.001
PLOD3,0.184775830674678,P < 0.001
NPL,0.144381786603321,P < 0.001
CRTAP,0.153627975873928,P < 0.001
SRSF8,0.134554500681519,P < 0.001
TBCA,0.222208518287331,P < 0.001
DERL3,0.154852798415106,P < 0.001
UBE2E1,0.158362980217018,P < 0.001
ASB12,0.125491856434424,P < 0.001
XYLT2,0.158788701994996,P < 0.001
OR10A7,0.140182620709595,P < 0.001
TRIM45,0.194439292580941,P < 0.001
EXOC4,0.122114577752625,P < 0.001
TTLL4,0.151407936473078,P < 0.001
TOE1,0.169448715719336,P < 0.001
PCF11,0.255858838394273,P < 0.001
KIAA0556,0.17555844192832,P < 0.001
TOM1L1,0.314848835598252,P < 0.001
MAP4K2,0.179486317575842,P < 0.001
HTRA1,0.226093225898535,P < 0.001
CARD11,0.153087649724559,P < 0.001
GPR63,0.283196439100248,P < 0.001
WDR76,0.221981918439645,P < 0.001
OPTN,0.157405034982038,P < 0.001
PPP2R2A,0.205456372967317,P < 0.001
OR6Y1,0.136608088156297,P < 0.001
CHST3,0.147101301691821,P < 0.001
TFAM,0.136812044982267,P < 0.001
KIF5A,0.20923641242532,P < 0.001
RNF126,0.151987420073301,P < 0.001
RASAL3,0.325749115671987,P < 0.001
UGT3A2,0.13312030703465,P < 0.001
ZNRF2,0.127674996092363,P < 0.001
UBE2D4,0.177966776592329,P < 0.001
NAGLU,0.221384777912558,P < 0.001
SLC9A2,0.209789768487531,P < 0.001
TULP1,0.179263167106785,P < 0.001
MTMR9,0.27541152157938,P < 0.001
KCTD20,0.196116312250351,P < 0.001
MITD1,0.161548505433207,P < 0.001
HMGN5,0.203657598438331,P < 0.001
PI3,0.182642063042267,P < 0.001
ITGAM,0.247558866916765,P < 0.001
SIX5,0.167997329333157,P < 0.001
DDX10,0.124899018204536,P < 0.001
FOLR2,0.130795619930827,P < 0.001
ALYREF,0.133982231031746,P < 0.001
TAS2R42,0.137569021097441,P < 0.001
GNAI1,0.162070564297312,P < 0.001
CYB5R2,0.188761892884711,P < 0.001
BBS7,0.206621440636133,P < 0.001
FGD6,0.135796856534052,P < 0.001
USP15,0.268652400261502,P < 0.001
CNOT6L,0.244724983007715,P < 0.001
CLPX,0.159116394390943,P < 0.001
IL21R,0.33630054057558,P < 0.001
SLTM,0.226179375894298,P < 0.001
P2RX7,0.192128524327712,P < 0.001
OTUD3,0.16447509867725,P < 0.001
RPS4X,0.251316301682344,P < 0.001
USP37,0.172537404209481,P < 0.001
RGL4,0.222173232648537,P < 0.001
REPS2,0.166111432421399,P < 0.001
HYAL2,0.249687644693347,P < 0.001
ZNF521,0.122504072648977,P < 0.001
NEDD9,0.17526820610763,P < 0.001
KLK7,0.134346403423567,P < 0.001
WSB2,0.256199164648921,P < 0.001
IL11RA,0.148601058175613,P < 0.001
PRPF4B,0.286860460764383,P < 0.001
WEE2,0.144341498925513,P < 0.001
ZBTB14,0.158759415639694,P < 0.001
AK2,0.1964769867123,P < 0.001
AKR1B15,0.126577645117919,P < 0.001
CDK16,0.21798014010406,P < 0.001
PBX2,0.137929278917855,P < 0.001
CEACAM18,0.125093687051263,P < 0.001
BTBD3,0.176084298032694,P < 0.001
HLA-DQA1,0.241249904773423,P < 0.001
PCNT,0.221016775015398,P < 0.001
PEX11A,0.242877945741092,P < 0.001
HIST1H2BC,0.151367662774574,P < 0.001
AP1M2,0.291560451291418,P < 0.001
LRRC1,0.321612357595643,P < 0.001
REV3L,0.205027704719143,P < 0.001
ATP2B3,0.227468439457625,P < 0.001
TMEM62,0.178020478662145,P < 0.001
PUS1,0.187308140090394,P < 0.001
CCDC148,0.198469942737826,P < 0.001
ACER3,0.128947575988271,P < 0.001
RPRD2,0.196141278670086,P < 0.001
PRKAA1,0.137781732025684,P < 0.001
C6orf203,0.160613623264185,P < 0.001
NOM1,0.229212683076101,P < 0.001
PPFIBP1,0.171347920444344,P < 0.001
SEMA3C,0.257397219427978,P < 0.001
LRRC8E,0.264177845126363,P < 0.001
TSPYL4,0.188339857390787,P < 0.001
TRIM71,0.128115776829445,P < 0.001
MATR3,0.265286693679521,P < 0.001
DDX60,0.120996318198075,P < 0.001
ARIH2,0.200606871536003,P < 0.001
FRMD7,0.125492290770668,P < 0.001
PIGW,0.135765422992572,P < 0.001
SRRM1,0.255135492521204,P < 0.001
ATP5F1A_ENST00000282050,0.218903395282591,P < 0.001
C2orf15,0.184516999468651,P < 0.001
BHLHE41,0.2311339160968,P < 0.001
DCT,0.155269693056889,P < 0.001
KIAA1328,0.172596866620246,P < 0.001
CLVS1,0.206421663997526,P < 0.001
TRIM66,0.16309552133379,P < 0.001
SP110,0.190633881172962,P < 0.001
NR1H3,0.236893354592342,P < 0.001
RYR2,0.15951785654917,P < 0.001
COMMD8,0.132484922680826,P < 0.001
MAN1B1,0.204540171531473,P < 0.001
ATRIP,0.172703800573672,P < 0.001
RPS5,0.262609407571061,P < 0.001
MORN2,0.229032890468604,P < 0.001
SMAD4,0.210741524356477,P < 0.001
BUD13,0.245491625345924,P < 0.001
MORC1,0.155135708262385,P < 0.001
PCGF2,0.154326079978796,P < 0.001
TFEB,0.164228948476412,P < 0.001
MS4A2,0.27024078265063,P < 0.001
KRTAP13-4,0.172397138094966,P < 0.001
RANBP2,0.142365402510473,P < 0.001
BCL2L1,0.285031146328155,P < 0.001
NUP133,0.177004763415564,P < 0.001
ZUP1,0.326254747877386,P < 0.001
NBEAL1,0.198302768873133,P < 0.001
MTX3,0.129666888934425,P < 0.001
GIMAP1,0.282133412811992,P < 0.001
ANXA2,0.303289305012375,P < 0.001
CCP110,0.243063545536877,P < 0.001
PKIG,0.156646766689737,P < 0.001
SPATA20,0.250090344043614,P < 0.001
RTN4IP1,0.154231657276469,P < 0.001
ARMH1_ENST00000535358,0.213429069356942,P < 0.001
ZNF510,0.135854189341496,P < 0.001
UTY,0.250585904598562,P < 0.001
PTPN12,0.249297391763456,P < 0.001
SYT11,0.244942824998364,P < 0.001
CTNNBIP1,0.170900127583136,P < 0.001
TIPIN,0.163941509189573,P < 0.001
PRPS1L1,0.178617020517542,P < 0.001
DACH2,0.172277695135321,P < 0.001
TDRD3,0.194479219393149,P < 0.001
CCL7,0.128265616547246,P < 0.001
LENG8,0.15786980141177,P < 0.001
TBC1D9B,0.133084614559158,P < 0.001
LYRM7,0.279025965655126,P < 0.001
UBR5,0.200478683293308,P < 0.001
ATP6V1G3,0.133962258739342,P < 0.001
GINS3,0.20505430028208,P < 0.001
RASGRP3,0.127298301165488,P < 0.001
SLC25A3,0.126389025324425,P < 0.001
ST3GAL4,0.18368844198187,P < 0.001
B4GALT7,0.205419851310696,P < 0.001
ADCY6,0.293589852648668,P < 0.001
OR4D5,0.134169548165878,P < 0.001
SH3BGRL,0.236292998269474,P < 0.001
CDC7,0.239796353981288,P < 0.001
RANGRF,0.266641347759077,P < 0.001
HGD,0.141307510930049,P < 0.001
TXNDC9,0.122643555416123,P < 0.001
PDIA6,0.120409950652293,P < 0.001
KLHL18,0.19389570598151,P < 0.001
THY1,0.135733628327762,P < 0.001
KCNAB2,0.274257931362551,P < 0.001
LALBA,0.149359644080846,P < 0.001
KDF1_ENST00000616918,0.235684257094933,P < 0.001
SSH2,0.216036983733179,P < 0.001
RBM17,0.221388742550443,P < 0.001
CCDC130,0.240535453102436,P < 0.001
SPAG6,0.184472086539727,P < 0.001
RPGR,0.188067722337299,P < 0.001
RNF128,0.198455829467349,P < 0.001
ADH4,0.140985382062949,P < 0.001
B9D1,0.21674796333085,P < 0.001
ATF6B,0.126212515231775,P < 0.001
ARL4D,0.182275631076136,P < 0.001
ELOVL4,0.130104073702682,P < 0.001
HHEX,0.138630715595214,P < 0.001
SH2D1B,0.137213589865991,P < 0.001
ZNF71,0.152207050468241,P < 0.001
TRPS1,0.156223319987915,P < 0.001
TBX10,0.119369986904156,P < 0.001
KCNN3,0.215597102893786,P < 0.001
PTPRCAP,0.228411595236631,P < 0.001
NDST1,0.195510045115104,P < 0.001
ADAM15,0.261531720955002,P < 0.001
SIGLEC10,0.220101008906169,P < 0.001
FN1,0.181341375615267,P < 0.001
C20orf144,0.141142768221689,P < 0.001
HNRNPA3,0.148263816342899,P < 0.001
SIPA1L2,0.163200893991176,P < 0.001
LUC7L,0.230754141077636,P < 0.001
TRMU,0.181329984057228,P < 0.001
RNF113A,0.267940293437939,P < 0.001
TEAD3,0.249776023975449,P < 0.001
PLD3,0.142798891030231,P < 0.001
SPAST,0.14889381131564,P < 0.001
DEFB131A,0.173571091110519,P < 0.001
NLRC4,0.173960466015176,P < 0.001
REXO1,0.235946950590202,P < 0.001
ABCA12,0.135277027191472,P < 0.001
BCOR,0.183778369281368,P < 0.001
NMNAT2,0.125185773636227,P < 0.001
TIMM21,0.161250032963141,P < 0.001
OR2T10,0.125380289263588,P < 0.001
SCAI,0.127727945393574,P < 0.001
GPX5,0.123125763267204,P < 0.001
OR51S1,0.114621977311595,P < 0.001
TSBP1,0.186290674085772,P < 0.001
AGTPBP1,0.26668011840629,P < 0.001
CTSV_ENST00000259470,0.319707590078925,P < 0.001
ZNF81,0.157725080706384,P < 0.001
TESPA1,0.273835624086877,P < 0.001
PPP2R3C,0.248993706510765,P < 0.001
EHD4,0.165443051570875,P < 0.001
GLIS2,0.19822112531337,P < 0.001
AOAH,0.142974735854151,P < 0.001
FASTK,0.181310153743575,P < 0.001
SLC9A3R2,0.185445235601118,P < 0.001
PDSS1,0.190134979779236,P < 0.001
ENTPD6,0.208630506065679,P < 0.001
GTF3C3,0.20167341710682,P < 0.001
SPTA1,0.239331008352782,P < 0.001
IMMT,0.151830027435536,P < 0.001
SFI1,0.238020517998204,P < 0.001
CUEDC2,0.220946642015052,P < 0.001
KLHDC1,0.134055876344018,P < 0.001
UEVLD,0.276160170376148,P < 0.001
NME3,0.117496000824821,P < 0.001
GABRA1,0.14613581212584,P < 0.001
VRK1,0.275845856433441,P < 0.001
SOCS2,0.19439103293896,P < 0.001
PEG10,0.203608262771033,P < 0.001
ARID4A,0.132780328120698,P < 0.001
TEX47,0.154530128273442,P < 0.001
ARHGEF5,0.287026186079852,P < 0.001
PPP1CC,0.26279763698465,P < 0.001
CDH11,0.11765114299867,P < 0.001
KANK1,0.139677005458314,P < 0.001
ETHE1,0.168577091399695,P < 0.001
ILVBL,0.166106037626278,P < 0.001
WRN,0.264650962766121,P < 0.001
ZFAT,0.153785682005406,P < 0.001
CEP97,0.155982591737237,P < 0.001
TLR10,0.249984797458193,P < 0.001
CCDC136,0.259747488765742,P < 0.001
PRPF40A,0.261185444096523,P < 0.001
KRTAP4-5,0.150518629075972,P < 0.001
FCHO2,0.315656089699256,P < 0.001
MOK,0.115634329606244,P < 0.001
MAP3K7,0.19564821063339,P < 0.001
ACSBG2,0.115902784013239,P < 0.001
TPST1,0.133569985266232,P < 0.001
LIX1L,0.217986536532741,P < 0.001
FHOD1,0.124134077056409,P < 0.001
JAG2,0.138571183905692,P < 0.001
THBS4,0.158834210945488,P < 0.001
PLXNB1,0.270438945472797,P < 0.001
CCDC85C,0.177462492350661,P < 0.001
NLRC5,0.215475711236146,P < 0.001
NSUN5,0.134000318768165,P < 0.001
SNTA1,0.178810652231546,P < 0.001
MED18,0.151757857343493,P < 0.001
CDX2,0.129971173537054,P < 0.001
COG7,0.143067886077872,P < 0.001
AMER2,0.217404968403781,P < 0.001
TM9SF3,0.134889191172408,P < 0.001
ABI1,0.128106127404064,P < 0.001
CD46,0.236975015029163,P < 0.001
LILRB4,0.185015656373081,P < 0.001
SYMPK,0.255241573167414,P < 0.001
TMEM30A,0.142742638676444,P < 0.001
WDR11,0.151732086305225,P < 0.001
AASDH,0.23236066671313,P < 0.001
SERPINF1,0.14425907776423,P < 0.001
CHIC2,0.16754630554788,P < 0.001
OR5F1,0.143865801568316,P < 0.001
PAQR8,0.178891401060509,P < 0.001
KLF5,0.317497482060436,P < 0.001
SIMC1,0.133697306443194,P < 0.001
KRT8,0.379403790310139,P < 0.001
CCDC173,0.117744612242537,P < 0.001
YIPF6,0.287574814979025,P < 0.001
MEOX1,0.141184518251528,P < 0.001
TRPM7,0.177022235186948,P < 0.001
DDX39A,0.251835471676166,P < 0.001
ARF4,0.225159192458521,P < 0.001
CENPT,0.143959838202891,P < 0.001
PTGFR,0.145873834502475,P < 0.001
IL13RA1,0.296463460766298,P < 0.001
CNBP,0.237016489380293,P < 0.001
CERS3,0.150619908115497,P < 0.001
SH3GLB1,0.128624983921333,P < 0.001
DNAH10,0.171793682533797,P < 0.001
C5orf63,0.137430111513329,P < 0.001
SMAD6,0.198279207746384,P < 0.001
ZMAT1,0.184382501297761,P < 0.001
TTI2,0.314940803858456,P < 0.001
NPVF,0.14487687175696,P < 0.001
SYN2,0.144729675006644,P < 0.001
LIMA1,0.208106392934424,P < 0.001
SEC23A,0.137694962332937,P < 0.001
ILF3,0.280656018687575,P < 0.001
ARHGAP30,0.204948772643607,P < 0.001
CDK11B,0.131748019422881,P < 0.001
BMP4,0.304766250553165,P < 0.001
OSBPL1A,0.236544579722114,P < 0.001
SUN1,0.172257962164854,P < 0.001
GAS6,0.199729749674764,P < 0.001
NFKBID,0.173965184016677,P < 0.001
KLHL12,0.126504093680185,P < 0.001
PRKAG1,0.150690255810024,P < 0.001
LSR,0.337961058488794,P < 0.001
SNX24,0.304844715687451,P < 0.001
PCDHA6_ENST00000378126,0.23326819652106,P < 0.001
LAIR2,0.121673331294873,P < 0.001
SNRK,0.2470989118579,P < 0.001
TMA16,0.297980472483843,P < 0.001
ENTPD2,0.133368882657111,P < 0.001
PTTG1IP,0.330119947684526,P < 0.001
ZNF84,0.158047588726515,P < 0.001
TM4SF1,0.336657713400185,P < 0.001
ERO1B,0.163997954183574,P < 0.001
ECEL1,0.134880575295496,P < 0.001
PIGO,0.182393476924579,P < 0.001
SLC25A19,0.224230578531154,P < 0.001
RASGRP2,0.300545071239963,P < 0.001
UBE3A,0.255106128208662,P < 0.001
SYT7,0.167017152571637,P < 0.001
FBXL18,0.157013125651315,P < 0.001
SYT16,0.114487504783249,P < 0.001
CEP89,0.137388744847282,P < 0.001
CORO1B,0.230165208910837,P < 0.001
PTGER3,0.157621558280137,P < 0.001
SERPINB10,0.184439775593314,P < 0.001
PPCS,0.206828729198461,P < 0.001
EDEM3,0.150459108760336,P < 0.001
SEMA3E,0.122586322277804,P < 0.001
GPSM2,0.164995399975959,P < 0.001
NAP1L1,0.299058834443443,P < 0.001
NUP93,0.167848537144173,P < 0.001
OR5AP2,0.138173812495504,P < 0.001
TMEM45B,0.231291197931842,P < 0.001
STAB2,0.142286830367701,P < 0.001
PRKD3,0.142002798273452,P < 0.001
DSTN,0.346282874508173,P < 0.001
PSENEN,0.169721388926778,P < 0.001
ANKRD34C,0.1458604772321,P < 0.001
CDC42SE2,0.119249735755167,P < 0.001
LIPN,0.142868157965936,P < 0.001
COMMD6,0.15898366279642,P < 0.001
NOP58,0.221596318094432,P < 0.001
TMEM184A,0.261454433744035,P < 0.001
TTC24,0.16123400310632,P < 0.001
SYF2,0.246567822583262,P < 0.001
ZNF398,0.150096173945134,P < 0.001
TEX2,0.196924481449104,P < 0.001
CLIP3,0.143566664082835,P < 0.001
ERRFI1,0.29616079693059,P < 0.001
GABRG1,0.142210691429168,P < 0.001
SLAIN1,0.290663862048623,P < 0.001
LCN2,0.199767922338847,P < 0.001
FAM117A,0.209452897428786,P < 0.001
ACSM6,0.197000346644477,P < 0.001
P2RY13,0.164902581872227,P < 0.001
SRRT,0.180145502305727,P < 0.001
GATAD2A,0.193587972333968,P < 0.001
OR1I1,0.170146726917196,P < 0.001
SDHAF4,0.208870060885329,P < 0.001
HAND2,0.13448165439618,P < 0.001
KRT4,0.177971680176554,P < 0.001
KCNN2,0.140059179000318,P < 0.001
UPK3B,0.152498579344496,P < 0.001
ARSD,0.254201156110763,P < 0.001
HAVCR2,0.18021985318283,P < 0.001
KRTAP20-3,0.129794160071417,P < 0.001
PRDX4,0.147336536360568,P < 0.001
LGALS3BP,0.239552561205565,P < 0.001
USP47,0.177553094132198,P < 0.001
SHISA4,0.308938279570781,P < 0.001
PCBD1,0.283274149066673,P < 0.001
YIPF2,0.214522729376419,P < 0.001
GRIA2,0.126264853148018,P < 0.001
KRTAP4-12,0.179528606396137,P < 0.001
SEC11C,0.157714609086139,P < 0.001
AADACL2,0.148522050041964,P < 0.001
MLEC,0.121673624619803,P < 0.001
NUP50,0.197776916332086,P < 0.001
LYPD3,0.165683050358004,P < 0.001
CXCR1,0.143164708460229,P < 0.001
NUMBL,0.121971500465409,P < 0.001
WRAP73,0.193923802306505,P < 0.001
CYP2S1,0.164168312155192,P < 0.001
CDCA7L,0.165971187870654,P < 0.001
WDR82,0.265898638882149,P < 0.001
APH1B,0.128229199117743,P < 0.001
COPRS,0.206425149973379,P < 0.001
PYGB,0.260318906248269,P < 0.001
GRASP,0.178955347514607,P < 0.001
ZNF414,0.201255426953137,P < 0.001
TNFSF14,0.223693717271212,P < 0.001
ITSN1,0.192269709021996,P < 0.001
KDM2B,0.351113708822837,P < 0.001
MALSU1,0.131530031691513,P < 0.001
ZBED3,0.127930766310821,P < 0.001
IPO5,0.229347952203972,P < 0.001
KIAA2026,0.182690761483225,P < 0.001
GFI1B,0.142407368138904,P < 0.001
TTC9C,0.126085410334162,P < 0.001
FAU,0.207670174614481,P < 0.001
CPNE5,0.153916862767277,P < 0.001
MRPS25,0.192461820185119,P < 0.001
ARHGAP15,0.378390815962921,P < 0.001
NHS,0.143744252830633,P < 0.001
RPL14,0.259395184350532,P < 0.001
POU2F1,0.217795525378762,P < 0.001
MECOM,0.230870538602008,P < 0.001
RPS15A,0.245221149683589,P < 0.001
LMNA,0.412741611460636,P < 0.001
PTPN5,0.204597891271996,P < 0.001
DUSP23,0.23375918014023,P < 0.001
TERF2IP,0.262154402487003,P < 0.001
RPL37A,0.208719723842676,P < 0.001
RBM27,0.187582956101459,P < 0.001
IL31RA,0.121111652927269,P < 0.001
SMIM8,0.274190441635325,P < 0.001
ITGAX,0.136421179184494,P < 0.001
VASH2,0.199120828690342,P < 0.001
BMP10,0.13011006065694,P < 0.001
DRAXIN,0.139026571290202,P < 0.001
APOBEC3H,0.202910353216939,P < 0.001
ADARB2,0.217921951087345,P < 0.001
STOML3,0.146553977761229,P < 0.001
EIF3H,0.172714264850145,P < 0.001
UBA2,0.206109128380951,P < 0.001
EPN2,0.169994896709448,P < 0.001
CRHBP,0.194091085854037,P < 0.001
F2RL1,0.261728271595268,P < 0.001
RAB37,0.183846711912755,P < 0.001
GTPBP3,0.224742428273042,P < 0.001
NAGK,0.13665314580997,P < 0.001
USP48,0.234200703519819,P < 0.001
CD4,0.151038934114745,P < 0.001
DNHD1,0.250250329532527,P < 0.001
HES7,0.209518090458655,P < 0.001
GCSAML,0.150353171478308,P < 0.001
LIAS,0.263997525897661,P < 0.001
RIPOR2_ENST00000540914,0.213874034306913,P < 0.001
CYP27B1,0.169536802290005,P < 0.001
LENEP,0.131730240805095,P < 0.001
FOXP2,0.127244929753991,P < 0.001
USP1,0.132518204105816,P < 0.001
JUP,0.243419025796933,P < 0.001
FRMPD1,0.127665835185916,P < 0.001
SYT4,0.181008838119395,P < 0.001
RBM15,0.290735886957284,P < 0.001
PRELID2,0.187095234873929,P < 0.001
NAALAD2,0.224290437428066,P < 0.001
RPUSD2,0.233927495624025,P < 0.001
B4GALT1,0.139291109350734,P < 0.001
WDR36,0.267820571043184,P < 0.001
FLII,0.211783148113371,P < 0.001
ICAM4,0.256280598692498,P < 0.001
ANKRD24,0.125613969961121,P < 0.001
RAP1GAP,0.181752619252892,P < 0.001
POMGNT1,0.205132547472224,P < 0.001
SNAP91,0.154013747638977,P < 0.001
ACSS2,0.17999863526278,P < 0.001
TPBG,0.259927163434952,P < 0.001
PTPN22,0.332252745154628,P < 0.001
C1QA,0.12097914321093,P < 0.001
TOR1AIP2,0.173656153024078,P < 0.001
TMEM106B,0.264127845744949,P < 0.001
JAKMIP2,0.161179714321013,P < 0.001
ING1,0.120890147740009,P < 0.001
LEAP2,0.225817573453659,P < 0.001
NEK1,0.23963363528799,P < 0.001
CYP4B1,0.117777704305132,P < 0.001
NEUROD4,0.163270357987076,P < 0.001
VPS26A,0.181927925136834,P < 0.001
MYH15,0.110304489755579,P < 0.001
SAV1,0.132502195019679,P < 0.001
KIAA1522,0.394415958799871,P < 0.001
TRIM13,0.277299053003679,P < 0.001
DLGAP4,0.16264416685246,P < 0.001
TBC1D2,0.249294043138051,P < 0.001
TRO,0.155603509318812,P < 0.001
CKAP4,0.223945740294342,P < 0.001
C10orf53,0.147496943018302,P < 0.001
EPB41L1,0.376733640970253,P < 0.001
PPP1R13B,0.145717537954522,P < 0.001
TM9SF4,0.174733472995753,P < 0.001
ZSCAN22,0.129486360657573,P < 0.001
TMEM120A,0.166986652519527,P < 0.001
LCT,0.18542186944636,P < 0.001
MKI67,0.136140150881319,P < 0.001
ARHGAP31,0.163218115504054,P < 0.001
TRIM69,0.228199507651619,P < 0.001
EXOSC10,0.131902326076866,P < 0.001
ANKDD1A,0.166590462371688,P < 0.001
KIF1C,0.271641534633634,P < 0.001
ABCB7,0.248058264486585,P < 0.001
TP53,0.201529092710195,P < 0.001
HIST1H2AC,0.177181331800684,P < 0.001
PDCD2,0.222077588135405,P < 0.001
YTHDC1,0.235902346055129,P < 0.001
PPIL2,0.130085937060382,P < 0.001
NLE1,0.125351611927666,P < 0.001
COL23A1,0.120049522899374,P < 0.001
SLC38A6,0.22775437440092,P < 0.001
HDHD2,0.286870985314263,P < 0.001
CUL1,0.134016209313144,P < 0.001
PSEN2,0.151664002703967,P < 0.001
L3HYPDH,0.139906203331954,P < 0.001
ADGRA1,0.130378003525055,P < 0.001
CNNM4,0.162263010494689,P < 0.001
INTS2,0.246023393291107,P < 0.001
NFYC,0.136891017090218,P < 0.001
STAC3,0.215471776983667,P < 0.001
AP1S2,0.154089764980058,P < 0.001
PODXL,0.142407898581943,P < 0.001
HLA-DQB1,0.17593230171693,P < 0.001
ALDH3A2,0.296603943391976,P < 0.001
